element,sp_num,obs_wl_vac(A),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,tp_ref,line_ref,
Cu,1,1167.39,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1167.53,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1168.95,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1169.11,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1169.64,0.02,a,,,1/2,1/2,,,L1923,
Xe,1,1170.413,0.002,a,1.39e+08,B+,0,1,,T7227,T5940,L6449,
Cu,1,1170.95,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1171.14,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1172.07,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1173.58,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1173.99,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1177.16,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1177.70,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1178.49,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1179.00,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1179.60,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1180.25,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1181.10,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1181.97,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1182.21,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1182.97,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1183.30,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1183.49,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1184.91,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1185.16,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1186.95,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1187.25,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1188.62,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1189.70,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1189.93,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1190.12,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1190.82,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1191.36,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1191.87,0.02,a,,,1/2,3/2,,,L1923,
Xe,1,1192.037,0.002,250a,5.93e+08,B+,0,1,,T7227,T5940,L6449c110,
Cu,1,1192.45,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1193.07,0.02,a*,,,1/2,3/2,,,L1923,
Cu,1,1193.07,0.02,a*,,,1/2,1/2,3/2,,,L1923,
Cu,1,1193.31,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1193.94,0.02,a,,,1/2,1/2,,,L1923,
Hg,1,1193.977,0.003,a,,,0,1,,,L13012,
Hg,1,1194.113,0.003,a,,,0,1,,,L13012,
Cu,1,1194.46,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1194.824,0.003,a,,,0,1,,,L13012,
Hg,1,1194.990,0.003,a,,,0,1,,,L13012,
Cu,1,1195.02,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1195.11,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1195.859,0.003,a,,,0,1,,,L13012,
Hg,1,1196.068,0.003,a,,,0,1,,,L13012,
Cu,1,1196.31,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1196.39,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1197.147,0.003,a,,,0,1,,,L13012,
Hg,1,1197.409,0.003,a,,,0,1,,,L13012,
Cu,1,1197.92,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1198.03,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1198.54,0.02,a,,,1/2,1/2,3/2,,,L1923,
Hg,1,1198.772,0.003,a,,,0,1,,,L13012,
Hg,1,1199.109,0.003,a,,,0,1,,,L13012,
Cu,1,1199.30,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1200.00,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1200.24,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1200.867,0.003,a,,,0,1,,,L13012,
Hg,1,1201.311,0.003,a,,,0,1,,,L13012,
Cu,1,1201.40,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1202.753,0.006,a,,,1/2,1/2,3/2,,,L9299,
Cu,1,1203.22,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1203.634,0.003,a,,,0,1,,,L13012,
Hg,1,1204.234,0.003,a,,,0,1,,,L13012,
Cu,1,1206.23,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1206.58,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1206.77,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1207.384,0.003,a,,,0,1,,,L13012,
Cu,1,1207.53,0.02,a,,,1/2,1/2,,,L1923,
Hg,1,1208.232,0.003,a,,,0,1,,,L13012,
Cu,1,1211.89,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1212.38,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1212.656,0.003,a,,,0,1,,,L13012,
Hg,1,1213.914,0.003,a,,,0,1,,,L13012,
Cu,1,1217.66,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1218.26,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1219.72,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1219.95,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1220.376,0.003,a,,,0,1,,,L13012,
Cu,1,1221.29,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1221.39,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1222.379,0.003,a,,,0,1,,,L13012,
Cu,1,1224.85,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1225.29,0.02,a*,,,1/2,1/2,,,L1923,
Cu,1,1225.29,0.02,a*,,,1/2,1/2,,,L1923,
Cu,1,1232.09,0.02,a,,,1/2,1/2,3/2,,,L1923,
Hg,1,1232.237,0.003,a,,,0,1,,,L13012,
Cu,1,1233.28,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1235.42,0.02,a,,,1/2,3/2,,,L1923,
Kr,1,1235.838,0.010,100,2.98e+08,A+,0,1,,T7227,L4676,
Hg,1,1235.845,0.003,a,,,0,1,,,L13012,
Cu,1,1242.57,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1243.40,0.02,a,,,1/2,1/2,3/2,,,L1923,
Xe,1,1250.210,0.002,250a,1.49e+07,B+,0,1,,T7227,T5940,L6449c110,
Hg,1,1250.567,0.003,200,,,0,1,,,L13012,
Cu,1,1253.15,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1255.53,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1259.245,0.003,11,,,0,1,,,L13012,
Cu,1,1260.12,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1267.10,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1267.55,0.02,a,,,1/2,1/2,,,L1923,
Hg,1,1268.82,0.03,300,,,0,1,,,L15165,
Cu,1,1287.28,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1288.28,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1293.71,0.02,a,,,1/2,1/2,3/2,,,L1923,
Cu,1,1293.88,0.02,a,,,1/2,1/2,3/2,,,L1923,
Xe,1,1295.588,0.002,1000a,2.53e+08,A+,0,1,,T7227,L6449c110,
Cu,1,1300.17,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1301.007,0.003,a,,,0,1,,,L13012,
Hg,1,1307.749,0.003,6,,,0,1,,,L13012,
Cu,1,1331.72,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1346.67,0.02,a,,,1/2,3/2,,,L1923,
Cu,1,1374.80,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1377.38,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1389.88,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1402.70,0.03,30,,,0,1,,,L15165,
Cu,1,1408.42,0.02,a,,,1/2,1/2,,,L1923,
Cu,1,1422.87,0.02,a,,,1/2,3/2,,,L1923,
Hg,1,1435.53,0.03,14,,,0,1,,,L15165,
Xe,1,1469.610,0.003,600,2.73e+08,A+,0,1,,T7227,L7324c110,
Cu,1,1579.650,0.002,8a,,,5/2,3/2,5/2,,,L4958,
Cu,1,1583.797,0.002,15a,,,5/2,7/2,,,L4958,
Cu,1,1585.871,0.007,4a,,,5/2,3/2,,,L4958,
Cu,1,1605.623,0.007,1a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1605.658,0.007,1a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1605.694,0.007,2a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1605.736,0.007,3a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1605.776,0.007,4a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1605.820,0.007,5a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1605.864,0.002,6a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1605.915,0.002,7a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1605.969,0.002,8a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.024,0.002,9a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.085,0.002,10a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.149,0.002,15a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.218,0.002,20a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.293,0.002,30a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.372,0.002,40a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.457,0.002,50a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.549,0.002,60a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.611,0.007,1a,bl,,,1/2,1/2,M1,,L4958,
Cu,1,1606.649,0.002,70a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.717,0.007,1a,bl,,,1/2,1/2,M1,,L4958,
Cu,1,1606.756,0.002,80a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.825,0.007,2a,,,1/2,1/2,M1,,L4958,
Cu,1,1606.873,0.002,90a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1606.948,0.007,3a,,,1/2,1/2,M1,,L4958,
Cu,1,1607.001,0.002,100a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1607.083,0.007,4a,,,1/2,1/2,M1,,L4958,
Cu,1,1607.140,0.002,150a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1607.222,0.007,4a,,,1/2,1/2,M1,,L4958,
Cu,1,1607.290,0.002,200a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1607.384,0.007,5a,,,1/2,1/2,M1,,L4958,
Cu,1,1607.454,0.002,250a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1607.555,0.002,6a,,,1/2,1/2,M1,,L4958,
Cu,1,1607.636,0.002,300a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1607.750,0.002,8a,,,1/2,1/2,M1,,L4958,
Cu,1,1607.837,0.002,400a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1607.961,0.002,10a,,,1/2,1/2,M1,,L4958,
Cu,1,1608.060,0.002,500a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1608.196,0.002,9a,,,1/2,1/2,M1,,L4958,
Cu,1,1608.306,0.002,600a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1608.457,0.002,8a,,,1/2,1/2,M1,,L4958,
Cu,1,1608.580,0.002,700a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1608.753,0.002,10a,,,1/2,1/2,M1,,L4958,
Cu,1,1608.887,0.002,800a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1609.077,0.002,7a,,,1/2,1/2,M1,,L4958,
Cu,1,1609.232,0.002,900a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1609.449,0.007,5a,,,1/2,1/2,M1,,L4958,
Cu,1,1609.619,0.002,1000a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1609.856,0.002,6a,,,1/2,1/2,M1,,L4958,
Cu,1,1610.059,0.002,1100a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1610.334,0.007,4a,,,1/2,1/2,M1,,L4958,
Cu,1,1610.561,0.002,1250a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1610.878,0.004,6a,bl,,,1/2,1/2,M1,,L4958,
Cu,1,1611.136,0.002,1500a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1611.499,0.007,3a,,,1/2,1/2,M1,,L4958,
Cu,1,1611.800,0.002,1750a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1612.225,0.007,2a,,,1/2,1/2,M1,,L4958,
Cu,1,1612.573,0.002,2000a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1613.065,0.007,2a,,,1/2,1/2,M1,,L4958,
Cu,1,1613.479,0.002,2500a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1614.056,0.007,1a,,,1/2,1/2,M1,,L4958,
Cu,1,1614.552,0.002,3000a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1615.834,0.002,3500a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1616.924,0.002,20a,,,3/2,1/2,,,L4958,
Cu,1,1617.384,0.002,4250a,,,1/2,1/2,3/2,,,L4958,
Cu,1,1619.282,0.004,5000a*,,,1/2,1/2,,,L4958,
Cu,1,1619.282,0.004,5000a*,,,1/2,3/2,,,L4958,
Cu,1,1621.296,0.002,20a,,,3/2,5/2,,,L4958,
Cu,1,1621.642,0.004,6000a*,,,1/2,1/2,,,L4958,
Cu,1,1621.642,0.004,6000a*,,,1/2,3/2,,,L4958,
Cu,1,1624.625,0.004,7000a*,,,1/2,1/2,,,L4958,
Cu,1,1624.625,0.004,7000a*,,,1/2,3/2,,,L4958,
Cu,1,1628.466,0.002,3500a,,,1/2,1/2,,,L4958,
Cu,1,1628.485,0.002,3500a,,,1/2,3/2,,,L4958,
Cu,1,1632.323,0.002,10a,,,3/2,3/2,5/2,,,L4958,
Cu,1,1633.537,0.002,3500a,,,1/2,1/2,,,L4958,
Cu,1,1633.583,0.002,3500a,,,1/2,3/2,,,L4958,
Cu,1,1640.436,0.002,4000a,,,1/2,1/2,,,L4958,
Cu,1,1640.518,0.002,4000a,,,1/2,3/2,,,L4958,
Cu,1,1647.030,0.021,4h,,,5/2,3/2,,,L772,
Cu,1,1650.133,0.002,5000a,,,1/2,1/2,,,L4958,
Cu,1,1650.299,0.002,5000a,,,1/2,3/2,,,L4958,
Cu,1,1651.720,0.002,50a,,,5/2,5/2,,,L4958,
Cu,1,1655.318,0.002,100a,,,5/2,7/2,,,L4958,
Cu,1,1664.313,0.002,6000a,,,1/2,1/2,,,L4958,
Cu,1,1664.719,0.002,6000a,,,1/2,3/2,,,L4958,
Cu,1,1664.819,0.007,1a,bl,,,1/2,5/2,E2,,L4958,
Cu,1,1671.483,0.002,12a,,,5/2,3/2,,,L4958,
Cu,1,1673.440,0.002,15a,,,5/2,5/2,,,L4958,
Cu,1,1684.674,0.021,20h,,,5/2,5/2,,,L772,
Cu,1,1685.695,0.002,7000a,,,1/2,1/2,,,L4958,
Cu,1,1687.053,0.002,7000a,,,1/2,3/2,,,L4958,
Cu,1,1687.749,0.007,4a,,,1/2,5/2,E2,,L4958,
Cu,1,1687.784,0.007,2a,,,1/2,3/2,E2,,L4958,
Cu,1,1688.077,0.002,25a,,,5/2,7/2,,,L4958,
Cu,1,1688.849,0.002,25a,,,5/2,5/2,,,L4958,
Cu,1,1691.064,0.002,35a,,,5/2,7/2,,,L4958,
Cu,1,1692.654,0.017,5,,,5/2,3/2,,,L772,
Cu,1,1701.291,0.002,10a,,,3/2,3/2,,,L4958,
Cu,1,1703.843,0.002,3000a,,,1/2,3/2,,,L4958,
Cu,1,1707.391,0.021,5h,,,1/2,1/2,M1,,L772,
Cu,1,1709.397,0.007,1a,,,3/2,5/2,,,L4958,
Cu,1,1713.365,0.002,7000a,,,1/2,1/2,,,L4958,
Cu,1,1725.668,0.002,7000a,,,1/2,3/2,,,L4958,
Cu,1,1727.260,0.002,8a,,,1/2,5/2,E2,,L4958,
Cu,1,1727.321,0.007,4a,,,1/2,3/2,E2,,L4958,
Hg,1,1728,3,,,,1,2,,,L1310,
Cu,1,1730.570,0.002,10a,,,3/2,3/2,,,L4958,
Cu,1,1731.32,0.06,2h,,,3/2,1/2,,,L772,
Cu,1,1732.668,0.002,15a,,,3/2,5/2,,,L4958,
Cu,1,1741.576,0.002,7000a,,,1/2,1/2,,,L4958,
Cu,1,1749.202,0.017,2,,,3/2,5/2,,,L772,
Hg,1,1762,3,,,,1,2,,,L1310,
Cu,1,1764.540,0.009,10,,,1/2,1/2,M1,,L772,
Cu,1,1774.826,0.002,8000a,,,1/2,3/2,,,L4958,
Hg,1,1775.20,0.10,2,,,0,1,,,L598c86,
Cu,1,1805.341,0.002,10a,,,1/2,5/2,E2,,L4958,
Cu,1,1805.454,0.007,5a,,,1/2,3/2,E2,,L4958,
Cu,1,1817.265,0.002,7000a,,,1/2,1/2,,,L4958,
Cu,1,1825.349,0.002,8000a,,,1/2,3/2,,,L4958,
Hg,1,1832.57,0.02,6,,,1,1,,,L7431,
Hg,1,1849.4994,0.0002,5000r,7.46e+08,A,0,1,,T7227,L3456,
Hg,1,1877,3,,,,2,2,,,L1310,
Hg,1,1885,3,,,,2,3,,,L1310,
Hg,1,1917,3,,,,2,2,,,L1310,
Hg,1,1972.87,0.02,,,,1,0,,,L10473,
Cu,1,1978.13,0.02,2a,,,5/2,3/2,,,L4958,
Cu,1,1981.65,0.02,3a,,,5/2,3/2,,,L4958,
Cu,1,1986.112,0.007,4a,,,5/2,3/2,,,L4958,
Cu,1,1991.876,0.010,6a,,,5/2,3/2,,,L4958,
Cu,1,1999.50,0.02,10a,bl,,,5/2,3/2,,,L4958,
Cu,1,2002.320,0.002,12a,,,1/2,5/2,E2,,L4958,
Hg,1,2002.56,0.02,2d,,,2,1,,,L15189c86,
Cu,1,2002.595,0.002,6a,,,1/2,3/2,E2,,L4958,
Cu,1,2009.902,0.002,12a,,,5/2,3/2,,,L4958,
Cu,1,2024.599,0.002,12a,,,5/2,3/2,,,L4958,
Cu,1,2024.654,0.002,6a,,,5/2,5/2,,,L4958,
Cu,1,2024.979,0.008,3000a,bl,9.8e+06,B,1/2,1/2,,T7574,L4958,
Cu,1,2024.990,0.002,7000a,9.8e+06,B,1/2,3/2,,T7574,L4958,
Cu,1,2046.348,0.004,15a,,,5/2,3/2,,,L4958,
Cu,1,2058.34,0.02,2a,,,3/2,1/2,3/2,,,L4958,
Cu,1,2061.42,0.02,2a*,,,3/2,1/2,,,L4958,
Cu,1,2061.42,0.02,2a*,,,3/2,3/2,,,L4958,
Cu,1,2065.24,0.02,2a*,,,3/2,1/2,,,L4958,
Cu,1,2065.24,0.02,2a*,,,3/2,3/2,,,L4958,
Cu,1,2068.981,0.017,5,,,3/2,5/2,,,L772,
Cu,1,2070.07,0.02,3a*,,,3/2,1/2,,,L4958,
Cu,1,2070.07,0.02,3a*,,,3/2,3/2,,,L4958,
Cu,1,2076.32,0.02,5a,,,3/2,1/2,,,L4958,
Cu,1,2080.197,0.004,15a,,,5/2,3/2,,,L4958,
Cu,1,2084.574,0.004,6a,,,3/2,1/2,,,L4958,
Cu,1,2095.827,0.004,8a,,,3/2,1/2,,,L4958,
Cu,1,2095.96,0.02,3a,,,3/2,3/2,,,L4958,
Cu,1,2105.780,0.004,10a,,,5/2,3/2,,,L4958,
Cu,1,2111.675,0.004,10a,,,3/2,1/2,,,L4958,
Cu,1,2111.949,0.007,4a,,,3/2,3/2,,,L4958,
Cu,1,2113.93,0.06,2h,,,1/2,3/2,,,L772,
Cu,1,2125.02,0.06,5h,,,3/2,3/2,,,L772,
Cu,1,2131.435,0.021,50r,,,5/2,5/2,,,L772,
Cu,1,2134.956,0.004,10a,,,3/2,1/2,,,L4958,
Cu,1,2135.626,0.004,7a,,,3/2,3/2,,,L4958,
Cu,1,2139.220,0.004,20a,,,5/2,3/2,,,L4958,
Cu,1,2141.04,0.06,1,,,5/2,7/2,,,L772,
Cu,1,2141.208,0.004,10a,,,5/2,5/2,,,L4958,
Cu,1,2165.773,0.021,1300r,5.5e+07,C+,1/2,3/2,,T7574,L772,
Hg,1,2166.48,0.03,,,,0,1,,,L7591,
Hg,1,2168.80,0.03,,,,0,1,,,L7591,
Cu,1,2170.267,0.004,20a,,,3/2,1/2,,,L4958,
Hg,1,2171.66,0.02,0h,w,,,0,1,,,L7431c86,
Cu,1,2172.516,0.004,15a,,,3/2,3/2,,,L4958,
Hg,1,2173.73,0.03,,,,0,1,,,L7591,
Hg,1,2175.13,0.02,0h,w,,,0,1,,,L7431c86,
Hg,1,2177.76,0.03,,,,0,1,,,L7591,
Hg,1,2179.44,0.02,1h,w,,,0,1,,,L7431c86,
Cu,1,2179.626,0.021,1600r,9.1e+07,C+,1/2,3/2,,T7574,L772,
Cu,1,2182.403,0.021,1700r,9.9e+07,C+,1/2,1/2,,T7574,L772,
Hg,1,2182.74,0.03,,,,0,1,,,L7591,
Hg,1,2184.89,0.02,1h,w,,,0,1,,,L7431c86,
Hg,1,2189.14,0.03,,,,0,1,,,L7591,
Hg,1,2191.94,0.03,,,,0,1,,,L7591,
Hg,1,2197.55,0.03,,,,0,1,,,L7591,
Cu,1,2200.270,0.021,1700r,,,5/2,5/2,,,L772,
Cu,1,2200.439,0.021,1300r,,,3/2,3/2,,,L772,
Hg,1,2201.27,0.02,2,,,0,1,,,L7431c86,
Hg,1,2208.95,0.02,0,,,0,1,,,L7431c86,
Hg,1,2214.07,0.02,3,,,0,1,,,L7431c86,
Cu,1,2215.271,0.021,1600r,,,5/2,3/2,,,L772,
Cu,1,2216.344,0.021,1000r,,,3/2,1/2,,,L772,
Hg,1,2224.88,0.03,,,,0,1,,,L7591,
Cu,1,2226.389,0.021,2100r,4.4e+07,C+,1/2,1/2,,T7574,L772,
Cu,1,2228.468,0.021,1600r,,,3/2,5/2,,,L772,
Cu,1,2230.777,0.021,2500r,,,5/2,7/2,,,L772,
Hg,1,2231.63,0.03,0,,,0,2,E2,,L7591,L7589c86,
Hg,1,2232.26,0.02,6,,,0,1,,,L7431c86,
Cu,1,2236.973,0.021,900r,,,3/2,3/2,,,L772,
Cu,1,2239.149,0.021,1100r,,,3/2,5/2,,,L772,
Cu,1,2244.961,0.021,2300r,1.85e+06,C+,1/2,3/2,,T7574,L772,
Cu,1,2248.200,0.017,2,,,3/2,3/2,,,L772,
Hg,1,2248.27,0.02,6,,,0,1,,,L7431,
Hg,1,2252.75,0.03,,,,1,2,,,L7591,
Hg,1,2255.29,0.03,*,,,1,1,,,L7591,
Hg,1,2255.29,0.03,*,,,1,2,,,L7591,
Cu,1,2255.985,0.017,0,,,3/2,1/2,,,L772,
Hg,1,2257.16,0.03,,,,1,1,,,L7591,
Hg,1,2258.33,0.03,,,,1,2,,,L7591,
Hg,1,2258.50,0.13,0,,,0,2,E2,,L7589c86,
Hg,1,2259.41,0.03,,,,0,1,,,L7591,
Hg,1,2260.63,0.03,,,,1,1,,,L7591,
Cu,1,2261.228,0.021,1300r,,,5/2,7/2,,,L772,
Hg,1,2262.06,0.03,*,,,1,2,,,L7591,
Hg,1,2262.06,0.03,*,,,1,1,,,L7591,
Hg,1,2262.06,0.03,*,,,1,2,,,L7591,
Cu,1,2263.784,0.004,10a,,,3/2,1/2,,,L4958,
Hg,1,2264.91,0.03,,,,1,1,,,L7591,
Hg,1,2266.72,0.03,*,,,1,2,,,L7591,
Hg,1,2266.72,0.03,*,,,1,1,,,L7591,
Hg,1,2266.72,0.03,*,,,1,2,,,L7591,
Hg,1,2270.31,0.03,,,,1,1,,,L7591,
Hg,1,2270.50,0.05,,,,0,2,HF,,L15222,
Hg,1,2272.60,0.03,*,,,1,2,,,L7591,
Hg,1,2272.60,0.03,*,,,1,1,,,L7591,
Hg,1,2272.60,0.03,*,,,1,2,,,L7591,
Hg,1,2277.24,0.03,,,,1,1,,,L7591,
Hg,1,2280.21,0.03,*,,,1,2,,,L7591,
Hg,1,2280.21,0.03,*,,,1,1,,,L7591,
Hg,1,2280.21,0.03,*,,,1,2,,,L7591,
Hg,1,2284.61,0.03,,,,0,1,,,L7591,
Hg,1,2286.37,0.03,,,,1,1,,,L7591,
Cd,1,2288.7282,0.0010,1500r,5.3e+08,C,0,1,,T4515,L3486,
Hg,1,2290.33,0.03,*,,,1,2,,,L7591,
Hg,1,2290.33,0.03,*,,,1,1,,,L7591,
Hg,1,2290.59,0.03,,,,1,2,,,L7591,
Cu,1,2294.552,0.004,50a,,,5/2,3/2,,,L4958,
Hg,1,2297.74,0.03,,,,1,0,,,L7591,
Hg,1,2298.68,0.03,,,,1,1,,,L7591,
Hg,1,2301.18,0.13,0,,,0,2,E2,,L7589c86,
Hg,1,2302.768,0.004,30,,,0,1,,,L3451,
Cu,1,2303.826,0.004,10a,,,3/2,5/2,,,L4958,
Hg,1,2304.14,0.03,*,,,1,2,,,L7591,
Hg,1,2304.14,0.03,*,,,1,1,,,L7591,
Hg,1,2304.49,0.03,,,,1,2,,,L7591,
Hg,1,2314.59,0.03,,,,1,0,,,L7591,
Hg,1,2315.92,0.03,,,,1,1,,,L7591,
Cu,1,2320.276,0.004,6a,,,3/2,3/2,,,L4958,
Hg,1,2323.74,0.03,,,,1,2,,,L7591,
Hg,1,2323.910,0.004,20,,,1,1,,,L3451,
Hg,1,2324.27,0.03,,,,1,2,,,L7591,
Hg,1,2339.27,0.03,,,,1,0,,,L7591,
Hg,1,2341.27,0.02,6,,,1,1,,,L15189,
Th,1,2346.0903,0.0006,69,,,2,1,,,L3552,
Hg,1,2346.15,0.03,200,,,0,1,,,L7591,
Cu,1,2349.071,0.017,2,,,1/2,3/2,,,L772,
Hg,1,2353.13,0.03,30,,,1,2,,,L7591,
Hg,1,2353.37,0.03,,,,1,1,,,L7591,
Hg,1,2353.90,0.03,,,,1,2,,,L7591,
Cu,1,2363.921,0.004,15a,7.e+04,E,1/2,3/2,,T7574,L4958,
Hg,1,2375.55,0.13,1,,,0,2,E2,,L7589c86,
Hg,1,2377.50,0.03,,,,1,0,,,L7591,
Hg,1,2379.050,0.002,4000,3.6e+06,D,0,1,,T3462,L3456,
Hg,1,2380.19,0.10,,,,0,2,HF,,L15160,
Hg,1,2380.81,0.03,30,,,1,1,,,L7591,
Cu,1,2393.359,0.004,15a,,,3/2,1/2,,,L4958,
Hg,1,2398.49,0.13,1*,,,1,3,E2,,L7589c86,
Hg,1,2398.49,0.13,1*,,,1,2,E2,,L7589c86,
Hg,1,2400.08,0.03,70,,,1,2,,,L7591,
Hg,1,2400.458,0.004,30,,,1,1,,,L3451,
Hg,1,2401.224,0.004,14,,,1,2,,,L3451,
Cu,1,2405.596,0.021,2h,,,1/2,3/2,,,L772,
Cu,1,2407.397,0.009,1500,,,3/2,3/2,,,L772,
Cu,1,2415.931,0.017,5,,,1/2,3/2,,,L772,
Cu,1,2417.339,0.017,5,,,3/2,1/2,,,L772,
Cu,1,2421.341,0.021,1h,,,5/2,7/2,,,L772,
Th,1,2440.1726,0.0006,210,,,2,3,,,L3552,
Hg,1,2441.77,0.02,6,,,1,0,,,L15160,
Cu,1,2442.377,0.004,45a,2.01e+06,B,1/2,1/2,,T7574,L4958,
