element,sp_num,obs_wl_vac(A),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,tp_ref,line_ref,
Th,1,8517.955,0.007,20,,,4,3,,,L3552,
Th,1,8518.89505,0.00017,1200,,,5,4,,,L18702,
Th,1,8521.6727,0.0004,690,,,5,4,,,L14361,
Ar,1,8523.783,0.010,15000,1.39e+07,B,1,1,,T5223,L2634,
Th,1,8523.961,0.007,42,,,2,1,,,L3552,
Xe,1,8524.891,0.010,30,3.3e+05,D+,0,1,,T8608,L4739,
Th,1,8525.4246,0.0022,50,,,6,6,,,L5951,
Th,1,8527.127,0.007,21,,,4,5,,,L3552,
Th,1,8527.993,0.007,43,,,2,3,,,L3552,
Th,1,8531.105,0.007,32,,,1,1,,,L3552,
Xe,1,8532.444,0.010,30,7.90e+05,B+,2,1,,T5818,L4739,
Th,1,8532.503,0.007,21,,,2,3,,,L3552,
Th,1,8533.2547,0.0012,130,,,2,2,,,L5951,
Th,1,8533.7946,0.0012,160,,,2,3,,,L5951,
Th,1,8534.4345,0.0022,54,,,2,3,,,L5951,
Th,1,8534.6384,0.0022,51,,,4,4,,,L5951,
Th,1,8535.2581,0.0014,100,,,4,4,,,L5951,
Th,1,8537.0246,0.0012,150,,,3,3,,,L5951,
Th,1,8539.724,0.007,32,,,1,1,,,L3552,
Kr,1,8540.28,0.10,40,,,0,1,,,L6099,
Hg,1,8541.2,0.4,3,,,2,1,,,L15167c86,
Th,1,8542.13901,0.00013,1500,,,2,3,,,L18702,
Th,1,8542.578,0.007,43,,,2,3,,,L3552,
Th,1,8544.965,0.007,32,,,4,4,,,L3552,
Th,1,8546.06987,0.00022,1100,,,5,5,,,L14361,
Th,1,8546.9428,0.0003,690,,,7,6,,,L18702,
Ne,1,8547.0427,0.0004,1600,1.22e+06,C+,2,1,,T6976,L3451,
Th,1,8553.809,0.007,21,,,5,4,,,L3552,
Th,1,8554.1148,0.0016,75,,,3,4,,,L5951,
Xe,1,8556.320,0.010,2,,,1,2,,,L4739,
Th,1,8557.29409,0.00007,2800,,,0,1,,,L18702,
Th,1,8558.67541,0.00022,1300,,,4,4,,,L14361,
Th,1,8558.9481,0.0010,230,,,4,3,,,L5951,
Hg,1,8559.7,0.3,5,,,2,3,,,L7590c86,
Th,1,8560.7982,0.0007,230,,,3,3,,,L14361,
Xe,1,8561.71,0.20,4,,,3,2,,,L4093c2,
Th,1,8562.7866,0.0012,160,,,2,1,,,L5951,
Kr,1,8563.24,0.10,50,1.07e+06,D+,0,1,,T3600n,T7227,u41,L6099,
Th,1,8564.666,0.007,54,,,3,4,,,L3552,
Th,1,8565.5154,0.0015,91,,,3,3,,,L5951,
Th,1,8566.4949,0.0012,130,,,5,4,,,L5951,
Th,1,8566.923,0.007,54,,,5,5,,,L3552,
Xe,1,8567.05,0.10,1-,,,1,2,,,L4739,
Th,1,8567.1004,0.0017,68,,,1,1,,,L5951,
Th,1,8567.1925,0.0012,130,,,5,5,,,L5951,
Kr,1,8571.37,0.10,20,,,0,1,,,L6099,
Ne,1,8573.7082,0.0004,2900,3.15e+06,C+,1,1,,T6976,L3451,
Th,1,8574.430,0.007,43,,,4,3,,,L3552,
Th,1,8575.47559,0.00003,7500,,,1,2,,,L18702,
Th,1,8576.4289,0.0018,65,,,5,5,,,L5951,
Th,1,8576.6095,0.0018,60,,,4,3,,,L5951,
Th,1,8577.6880,0.0007,260,,,2,2,,,L14361,
Xe,1,8578.366,0.010,200,5.28e+06,B,1,0,,T8608n,T6672,L4739,
Th,1,8579.63352,0.00022,1400,,,2,1,,,L14361,
Th,1,8581.712,0.007,32,,,2,1,,,L3552,
Th,1,8584.374,0.007,43,,,4,3,,,L3552,
Hg,1,8584.9,0.4,6,,,3,4,,,L15167c86,
Ne,1,8585.2609,0.0009,1600,1.04e+06,B,1,2,,T8378,L9097,
Th,1,8586.332,0.007,21,,,1,2,,,L3552,
Cu,1,8586.4,0.5,10w,,,1/2,3/2,,,L150,L772,
Th,1,8590.5781,0.0022,47,,,6,5,,,L5951,
Th,1,8590.8051,0.0011,140,,,5,5,,,L14361,
Th,1,8592.047,0.007,32,,,3,3,,,L3552,
Ne,1,8593.6184,0.0004,41000,3.11e+07,B+,1,2,,T6976,L3451,
Th,1,8595.4691,0.0004,610,,,4,3,,,L14361,
Kr,1,8595.51,0.10,2*,,,3,3,,,L3990,
Kr,1,8595.51,0.10,2*,,,3,4,,,L3990,
Th,1,8597.326,0.007,10,,,3,4,,,L3552,
Th,1,8598.016,0.007,11,,,4,5,,,L3552,
Th,1,8598.8279,0.0018,64,,,2,3,,,L5951,
Th,1,8599.0622,0.0022,58,,,3,3,,,L5951,
Kr,1,8601.39,0.10,0*,,,3,3,,,L4004,
Kr,1,8601.39,0.10,0*,,,3,2,,,L4004,
Th,1,8602.378,0.007,33,,,4,4,,,L3552,
Th,1,8604.207,0.007,11,,,3,4,,,L3552,
Th,1,8607.286,0.007,44,,,2,1,,,L3552,
Th,1,8607.510,0.007,22,,,1,2,,,L3552,
Th,1,8607.8457,0.0019,60,,,6,7,,,L5951,
Ar,1,8608.140,0.010,7,1.04e+06,C,2,2,,T1218n,L2634,
Kr,1,8608.21,0.10,40,,,3,4,,,L6099,
Th,1,8608.5171,0.0018,67,,,5,5,,,L5951,
Th,1,8610.0976,0.0018,62,,,3,2,,,L5951,
Th,1,8611.735,0.007,44,,,1,1,,,L3552,
Kr,1,8613.04,0.10,1,,,3,2,,,L4004,
Hg,1,8616.0,0.4,6,,,2,3,,,L15167c86,
Th,1,8617.053,0.007,56,,,1,1,,,L3552,
Th,1,8618.5890,0.0003,700,,,5,4,,,L14361,
Th,1,8620.965,0.007,56,,,1,2,,,L3552,
Hg,1,8621.1,0.6,0,,,2,2,,,L15169c86,
Th,1,8623.6912,0.0006,330,,,3,2,,,L14361,
Th,1,8624.4695,0.0022,58,,,2,3,,,L5951,
Xe,1,8626.609,0.010,80,1.06e+06,B+,2,2,,T5818,L4739,
Kr,1,8627.19,0.10,4h,,,3,4,,,L6099,
Th,1,8628.624,0.007,11,,,3,2,,,L3552,
Kr,1,8631.07,0.10,1h,,,3,3,,,L6099,
Th,1,8632.701,0.007,56,,,2,2,,,L3552,
Th,1,8633.1204,0.0016,79,,,5,5,,,L5951,
Th,1,8633.7274,0.0012,160,,,0,1,,,L5951,
Kr,1,8633.9,1.0,1,,,2,2,,,L6099,
Th,1,8634.159,0.007,22,,,3,2,,,L3552,
Kr,1,8635.18,0.10,1,,,3,4,,,L6099,
Th,1,8635.826,0.007,34i,,,0,1 or 2,,,L3552,
Th,1,8636.338,0.007,34,,,0,1,,,L3552,
Ne,1,8637.0190,0.0004,35000,2.27e+07,B+,1,2,,T6976,L3451,
Ne,1,8637.6897,0.0010,740,7.90e+05,C+,2,1,,T6976,L9097,
Th,1,8639.300,0.007,22,,,2,1,,,L3552,
Th,1,8639.644,0.007,57,,,4,3,,,L3552,
Th,1,8640.7353,0.0004,660,,,3,3,,,L14361,
Th,1,8641.81502,0.00012,1500,,,3,4,,,L18702,
Th,1,8642.028,0.007,91,,,2,2,,,L3552,
Th,1,8643.346,0.007,52,,,5,4,,,L3552,
Th,1,8645.223,0.007,13,,,1,2,,,L3552,
Th,1,8647.68385,0.00022,910,,,1,1,,,L18702,
Ne,1,8649.4164,0.0009,6000,3.99e+06,B+,2,2,,T8378,L9097,
Th,1,8650.657,0.007,71,,,4,3,,,L3552,
Th,1,8650.7713,0.0013,120,,,3,3,,,L5951,
Xe,1,8650.916,0.010,250,2.4e+06,D+,1,1,,T8608,L4739,
Th,1,8651.5247,0.0006,320,,,4,5,,,L14361,
Th,1,8652.831,0.007,28,,,4,4,,,L3552,
Th,1,8653.632,0.007,42,,,2,3,,,L3552,
Kr,1,8653.87,0.10,8,,,0,1,,,L6099,
Hg,1,8655.1,0.4,10,3.1e+05,D,0,1,,T3462,L15167c86,
Ne,1,8656.7599,0.0009,64000,4.06e+07,B+,2,3,,T6976,L9097,
Ne,1,8657.8995,0.0009,7600,4.81e+06,B,2,2,,T6976,L9097,
Th,1,8658.2537,0.0004,750,,,5,5,,,L14361,
Th,1,8662.133,0.008,32,,,2,2,,,L3552,
Th,1,8664.649,0.008,32,,,5,6,,,L3552,
Th,1,8665.728,0.008,65,,,2,2,,,L3552,
Th,1,8667.86546,0.00003,6700,,,3,2,,,L18702,
Th,1,8669.8268,0.0012,150,,,3,4,,,L5951,
Ar,1,8670.325,0.010,4500,2.43e+06,B,0,1,,T5223,L2634,
Th,1,8670.4962,0.0003,760,,,3,2,,,L18702,
Th,1,8674.541,0.008,48,,,3,4,,,L3552,
Th,1,8674.663,0.008,19,,,1,2,,,L3552,
Kr,1,8675.86,0.10,2,,,2,3,,,L6099,
Th,1,8677.7811,0.0015,99,,,3,3,,,L5951,
Th,1,8679.012,0.008,38,,,4,5,,,L3552,
Th,1,8680.874,0.008,190,,,3,2,,,L3552,
Th,1,8681.823,0.008,300,,,1,2,,,L3552,
Ne,1,8681.8775,0.0010,13000,1.45e+07,B+,0,1,,T6976,L9097,
Hg,1,8682.0,0.6,0,,,1,2,,,L15169c86,
Th,1,8682.7699,0.0011,200bl,,,2,2,,,L5951,
Th,1,8683.689,0.008,40,,,4,4,,,L3552,
Ne,1,8684.3062,0.0004,15000,1.34e+07,B,1,1,,T6976,L3451,
Th,1,8684.6045,0.0014,120,,,5,4,,,L5951,
Th,1,8688.1170,0.0017,76,,,4,4,,,L5951,
Hg,1,8689.1,0.4,6,,,1,2,,,L15167c86,
Th,1,8690.2347,0.0005,590,,,5,6,,,L14361,
Th,1,8690.815,0.008,41,,,4,3,,,L3552,
Th,1,8691.5597,0.0016,89,,,2,2,,,L5951,
Th,1,8693.7224,0.0008,160,,,4,3,,,L14361,
Xe,1,8694.587,0.010,100,1.08e+06,B,1,2,,T8608n,T6672,L4739,
Xe,1,8699.249,0.010,200,,,2,3,,,L4739,
Kr,1,8699.89,0.10,40,5.4e+05,D+,2,1,,T3774n,u41,L6099,
Th,1,8700.9876,0.0016,260,,,1,2,,,L18702,
Th,1,8703.5105,0.0009,260,,,4,3,,,L5951,
Th,1,8705.730,0.008,65,,,4,4,,,L3552,
Th,1,8706.0925,0.0009,170,,,5,5,,,L18702,
Ne,1,8706.5028,0.0010,2900,1.57e+06,C+,1,2,,T6976,L9097,
Hg,1,8706.9,0.4,7,,,2,3,,,L15167c86,
Th,1,8707.2506,0.0006,320,,,2,2,,,L14361,
Hg,1,8708.8,0.4,5,,,1,2,,,L15167c86,
Th,1,8709.7501,0.0006,310,,,5,4,,,L14361,
Th,1,8711.62597,0.00006,3000,,,2,3,,,L18702,
Xe,1,8712.032,0.010,40,,,2,2,,,L4739,
Th,1,8712.8073,0.0009,170,,,4,5,,,L18702,
Xe,1,8713.933,0.010,2,,,2,3,,,L4739,
Th,1,8715.2457,0.0014,110,,,2,3,,,L5951,
Kr,1,8716.01,0.10,2,,,2,2,,,L6099,
Th,1,8716.0468,0.0008,110,,,3,3,,,L14361,
Th,1,8716.6610,0.0017,73,,,4,3,,,L5951,
Th,1,8717.311,0.008,24,,,5,4,,,L3552,
Th,1,8717.459,0.008,24,,,3,2,,,L3552,
Th,1,8720.148,0.008,240,,,2,3,,,L3552,
Kr,1,8724.57,0.10,1,,,2,1,,,L6099,
Th,1,8724.8539,0.0010,220,,,3,3,,,L14361,
Th,1,8726.1134,0.0012,150,,,3,4,,,L5951,
Th,1,8726.7726,0.0007,260,,,2,2,,,L14361,
Kr,1,8728.94,0.10,8,,,1,2,,,L6099,
Th,1,8729.843,0.008,100,,,2,2,,,L3552,
Th,1,8733.2202,0.0011,140,,,2,1,,,L14361,
Th,1,8734.82334,0.00018,1000,,,1,1,,,L18702,
Th,1,8735.390,0.008,50,,,2,3,,,L3552,
Th,1,8736.4222,0.0005,390,,,4,4,,,L14361,
Th,1,8736.881,0.008,130,,,5,5,,,L3552,
Th,1,8738.134,0.008,51,,,4,4,,,L3552,
Hg,1,8740.0,0.4,0,,,1,2,E2,,L15167c86,
Th,1,8741.651,0.008,25,,,1,2,,,L3552,
Xe,1,8741.772,0.002,300,,,1,2,,,L7292,
Th,1,8742.1816,0.0006,370,,,7,7,,,L14361,
Kr,1,8744.89,0.10,1,,,0,1,,,L6099,
Th,1,8745.6556,0.0016,83,,,4,3,,,L5951,
Th,1,8747.000,0.008,130,,,5,4,,,L3552,
Hg,1,8748.5,0.4,3,,,1,1,,,L15167c86,
Kr,1,8748.83,0.10,3,,,2,2,,,L6099,
Th,1,8749.660,0.008,51,,,4,4,,,L3552,
Kr,1,8749.69,0.10,2,,,1,1,,,L6099,
Th,1,8749.900,0.008,51,,,1,2,,,L3552,
Th,1,8750.433188,0.000023,10000,,,3,3,,,L18702,
Th,1,8751.57260,0.00016,1100,,,7,7,,,L18702,
Th,1,8753.6086,0.0008,140,,,5,4,,,L14361,
Hg,1,8754.3,0.4,7,,,2,3,,,L15167c86,
Th,1,8756.142,0.008,53,,,1,1,,,L3552,
Th,1,8757.405,0.008,80,,,3,2,,,L3552,
Kr,1,8757.60,0.10,30,,,1,2,,,L6099,
Hg,1,8760.5,0.4,10,,,1,2,,,L15167c86,
Xe,1,8760.605,0.010,100,,,2,3,,,L4739,
Th,1,8760.64838,0.00003,7400,,,4,3,,,L18702,
Th,1,8762.85508,0.00014,1200,,,3,4,,,L18702,
Hg,1,8765.4,0.4,10,,,1,1,,,L15167c86,
Kr,1,8766.519,0.010,8,,,3,3,,,L7292,
Th,1,8769.15381,0.00011,1600bl,,,4,5,,,L18702,
Ne,1,8769.944,0.004,160,1.02e+05,C,1,1,,T8378,L9097,
Th,1,8770.6048,0.0015,96,,,4,3,,,L5951,
Th,1,8773.874,0.008,26,,,4,3,,,L3552,
Ne,1,8774.0664,0.0010,10000,1.10e+07,B,1,1,,T6976,L9097,
Th,1,8774.7928,0.0014,120,,,2,3,,,L5951,
Th,1,8775.21427,0.00011,1700,,,3,3,,,L18702,
Kr,1,8775.41,0.10,4,,,1,1,,,L6099,
Hg,1,8775.5,0.4,10,,,1,2,,,L15167c86,
Th,1,8775.9412,0.0014,120,,,2,3,,,L5951,
Kr,1,8776.46,0.10,50,,,2,3,,,L6099,
Th,1,8777.98281,0.00005,3300,,,4,3,,,L18702,
Kr,1,8779.1607,0.0010,300,2.217e+07,A+,1,2,,T7199,L11281,
Th,1,8780.6723,0.0018,72,,,5,4,,,L5951,
Hg,1,8780.8,0.4,7,,,3,4,,,L15167c86,
Ne,1,8781.1430,0.0010,2100,5.38e+06,C+,1,0,,T6976,L9097,
Th,1,8782.309,0.008,27,,,3,3,,,L3552,
Kr,1,8782.66,0.10,30,,,1,2,,,L6099,
Th,1,8782.748,0.008,27,,,3,4,,,L3552,
Ne,1,8783.0336,0.0004,57000,2.93e+07,B+,2,3,,T6976,L3451,
Ne,1,8784.4132,0.0010,230,1.13e+05,C+,2,2,,T6976,L9097,
Th,1,8785.1278,0.0008,260,,,5,4,,,L14361,
Hg,1,8786.1,0.4,10,,,2,1,,,L15167c86,
Ne,1,8786.1660,0.0004,43000,3.23e+07,B+,1,2,,T6976,L3451,
Th,1,8786.5538,0.0012,150,,,5,4,,,L5951,
Th,1,8788.442,0.008,54,,,4,4,,,L3552,
Th,1,8792.7898,0.0011,190,,,2,1,,,L5951,
Th,1,8794.47114,0.00015,1200,,,5,4,,,L18702,
Ne,1,8794.9201,0.0010,260,1.44e+05,C+,1,2,,T6976,L9097,
Hg,1,8798.7,0.4,0,,,3,2,,,L15167c86,
Th,1,8800.5885,0.0008,310*,,,4,3,,,L14361,
Th,1,8800.5885,0.0008,310*,,,3,2,,,L14361,
Th,1,8801.769,0.008,28,,,2,3,,,L3552,
Th,1,8807.00705,0.00023,820,,,3,4,,,L18702,
Kr,1,8808.20,0.10,20,,,1,1,,,L6099,
Th,1,8808.3166,0.0013,140,,,2,1,,,L5951,
Th,1,8808.6476,0.0009,88,,,3,4,,,L14361,
Th,1,8812.6735,0.0006,250,,,3,3,,,L14361,
Th,1,8814.9308,0.0012,170,,,5,4,,,L5951,
Th,1,8820.1641,0.0005,340,,,3,4,,,L14361,
Xe,1,8821.8324,0.0005,5000,3.00e+07,A+,2,3,,T3269,L7292c110,
Th,1,8822.65249,0.00023,650,,,3,2,,,L18702,
Th,1,8822.84338,0.00014,1200,,,2,1,,,L18702,
Th,1,8824.1793,0.0012,130,,,3,3,,,L18702,
Th,1,8831.895,0.008,59,,,4,5,,,L3552,
Th,1,8832.1180,0.0009,220,,,3,3,,,L14361,
Hg,1,8833.3,0.4,1,,,1,0,,,L15167c86,
Ne,1,8833.3316,0.0010,550,4.87e+05,C+,2,1,,T6976,L9097,
Cu,1,8833.7,0.3,1,,,5/2,3/2,,,L772,
Th,1,8835.897,0.008,58,,,2,3,,,L3552,
Th,1,8838.565,0.008,88,,,5,4,,,L3552,
Th,1,8843.61056,0.00007,2400,,,3,4,,,L18702,
Th,1,8844.2747,0.0013,130,,,2,2,,,L5951,
Th,1,8844.787,0.008,29,,,3,4,,,L3552,
Kr,1,8844.89,0.10,3,,,4,3,,,L6099,
Th,1,8845.977,0.008,58,,,5,5,,,L3552,
Th,1,8849.942,0.008,58,,,0,1,,,L3552,
Th,1,8850.4190,0.0015,100,,,1,1,,,L5951,
Th,1,8850.7333,0.0008,180,,,6,5,,,L14361,
Th,1,8851.7447,0.0004,350,,,4,4,,,L14361,
Ar,1,8852.34,0.10,180,,,,,,,L2131,
Th,1,8852.7460,0.0013,130*,,,3,3,,,L5951,
Th,1,8852.7460,0.0013,130*,,,3,4,,,L5951,
Th,1,8852.973,0.008,58,,,5,4,,,L3552,
Xe,1,8853.870,0.010,1,,,3,3,,,L4739,
Th,1,8854.983,0.008,29,,,3,4,,,L3552,
Th,1,8855.2217,0.0008,270,,,3,2,,,L14361,
Ne,1,8856.2980,0.0004,27000,1.64e+07,B+,2,2,,T6976,L3451,
Th,1,8856.567,0.008,29,,,2,2,,,L3552,
Th,1,8857.3389,0.0005,360,,,3,3,,,L14361,
Th,1,8859.3004,0.0024,54*,,,7,7,,,L5951,
Th,1,8860.3050,0.0017,75,,,5,4,,,L5951,
Th,1,8861.4501,0.0005,430,,,6,5,,,L14361,
Th,1,8863.4088,0.0016,71,,,3,4,,,L18702,
Th,1,8864.7247,0.0017,74,,,6,5,,,L5951,
Xe,1,8864.753,0.010,300,,,1,1,,,L4739,
Ne,1,8867.7399,0.0004,2100,8.31e+05,C+,1,1,,T6976,L3451,
Th,1,8868.0100,0.0003,580,,,1,1,,,L14361,
Ne,1,8868.1905,0.0004,15000,5.77e+06,B,2,3,,T6976,L3451,
Th,1,8869.1489,0.0013,140,,,3,2,,,L5951,
Th,1,8870.175,0.008,30,,,1,2,,,L3552,
Th,1,8871.26812,0.00004,4900,,,5,5,,,L18702,
Th,1,8874.4198,0.0017,87*,,,6,5,,,L5951,
Th,1,8874.4198,0.0017,87*,,,3,3,,,L5951,
Th,1,8874.6614,0.0017,75,,,3,2,,,L5951,
Th,1,8874.845,0.008,30,,,3,4,,,L3552,
Th,1,8877.6685,0.0003,650,,,4,3,,,L14361,
Th,1,8880.177,0.008,30,,,1,1,,,L3552,
Th,1,8884.3388,0.0013,160,,,4,5,,,L5951,
Th,1,8884.9503,0.0024,55,,,4,4,,,L5951,
Xe,1,8888.150,0.010,10,,,3,2,,,L4739,
Hg,1,8889.9,0.4,4d*,,,2,4,E2,,L15167c86,
Hg,1,8889.9,0.4,4d*,,,2,3,E2,,L15167c86,
Hg,1,8889.9,0.4,4d*,,,2,2,E2,,L15167c86,
Th,1,8891.6344,0.0003,550,,,2,1,,,L18702,
Th,1,8892.411,0.008,61,,,4,3,,,L3552,
Th,1,8892.7208,0.0009,160,,,4,5,,,L14361,
Ne,1,8894.6730,0.0017,12,,,2,2,,,L9097,
Th,1,8895.220,0.008,61,,,4,4,,,L3552,
Th,1,8895.42777,0.00011,1400,,,2,3,,,L18702,
Th,1,8895.9810,0.0005,430,,,2,2,,,L14361,
Hg,1,8896.1,0.6,7d,,,2,3,,,L15167c86,
Ne,1,8898.04,0.10,3,,,2,1,,,L6099,
Th,1,8903.335,0.008,67,,,4,4,,,L3552,
Th,1,8905.259,0.008,68,,,4,3,,,L3552,
Th,1,8909.3957,0.0011,120,,,6,6,,,L18702,
Th,1,8909.4763,0.0009,220*,,,4,3,,,L14361,
Xe,1,8911.176,0.010,200,,,1,0,,,L4739,
Th,1,8913.3028,0.0005,420,,,3,2,,,L14361,
Th,1,8915.2207,0.0014,120,,,5,5,,,L5951,
Th,1,8915.314,0.008,73,,,4,4,,,L3552,
Th,1,8917.2977,0.0018,73,,,4,5,,,L5951,
Ne,1,8917.89,0.10,4,,,2,2,,,L6099,
Th,1,8921.033,0.008,38,,,1,2,,,L3552,
Th,1,8921.147,0.008,38,,,3,3,,,L3552,
Ne,1,8921.9496,0.0010,6400,5.64e+06,C+,2,1,,T6976,L9097,
Th,1,8922.2227,0.0018,73,,,4,3,,,L5951,
Th,1,8926.6958,0.0017,84,,,3,2,,,L5951,
Ne,1,8929.85,0.10,3,,,0,1,,,L6099,
Th,1,8930.1801,0.0011,190,,,4,3,,,L5951,
Th,1,8930.5434,0.0005,400,,,2,2,,,L14361,
Th,1,8930.835,0.008,78,,,4,3,,,L3552,
Kr,1,8931.1447,0.0010,200,2.289e+07,A,2,1,,T7199,L11281,
Ne,1,8931.7018,0.0012,18,,,2,3,,,L9097,
Th,1,8932.458,0.008,85,,,2,3,,,L3552,
Xe,1,8933.282,0.010,200,2.2e+07,C,1,1,,T5100n,T3269,L4739,
Th,1,8935.810,0.008,42,,,3,3,,,L3552,
Th,1,8937.678,0.008,42,,,3,4,,,L3552,
Ne,1,8943.9681,0.0014,8,,,1,0,,,L9097,
Th,1,8944.1139,0.0007,220,,,4,3,,,L18702,
Th,1,8944.957,0.008,86,,,2,3,,,L3552,
Th,1,8950.8774,0.0012,170,,,6,5,,,L5951,
Th,1,8951.57928,0.00014,1100,,,3,4,,,L18702,
Th,1,8954.591,0.008,88,,,3,2,,,L3552,
Xe,1,8954.7086,0.0005,1000,8.1e+06,C+,1,2,,T3269n,T6714,L7292c110,
Xe,1,8955.238,0.010,50,7.e+05,D,1,2,,T8608n,T6672,L4739,
Th,1,8958.30484,0.00012,1200,,,3,2,,,L18702,
Th,1,8958.9695,0.0024,53,,,3,4,,,L5951,
Th,1,8961.7438,0.0019,62,,,5,4,,,L5951,
Th,1,8964.6684,0.0010,140,,,5,5,,,L14361,
Ne,1,8964.788,0.004,4,,,1,0,,,L9097,
Th,1,8965.3544,0.0014,130,,,6,5,,,L5951,
Th,1,8967.4493,0.0024,51,,,3,4,,,L5951,
Th,1,8967.5571,0.0024,51,,,5,4,,,L5951,
Hg,1,8968.3,0.4,0,,,1,2,,,L15167c86,
Th,1,8969.4625,0.0006,290,,,4,4,,,L14361,
Kr,1,8969.99,0.10,10,6.5e+04,D+,3,2,,T3774n,u41,L6099,
Th,1,8970.101831,0.000016,19000,,,4,4,,,L18702,
Ne,1,8971.06,0.10,3,,,2,1,,,L6099,
Th,1,8972.32876,0.00017,950,,,6,6,,,L18702,
Hg,1,8976.1,0.4,8d,,,1,2,,,L15167c86,
Kr,1,8980.45,0.10,50,7.3e+05,D+,2,2,,T3774n,u41,L6099,
Th,1,8981.3477,0.0019,67,,,2,3,,,L5951,
Th,1,8982.1674,0.0013,160,,,1,0,,,L5951,
Th,1,8983.0703,0.0018,76,,,6,5,,,L5951,
Th,1,8983.2041,0.0006,240,,,2,3,,,L18702,
Xe,1,8983.516,0.010,100,,,3,3,,,L4739,
Th,1,8984.593,0.008,91,,,5,5,,,L3552,
Th,1,8986.188,0.008,92,,,5,4,,,L3552,
Th,1,8987.7469,0.0009,210,,,2,3,,,L14361,
Th,1,8989.87491,0.00024,530,,,4,3,,,L18702,
Xe,1,8990.037,0.010,200,,,2,2,,,L4739,
Ne,1,8991.0240,0.0010,1800,2.14e+06,C+,1,0,,T6976,L9097,
Hg,1,8991.4,0.4,8,,,2,3,,,L15167c86,
Th,1,8992.9457,0.0015,110,,,3,2,,,L5951,
Th,1,8993.3611,0.0005,300,,,3,4,,,L18702,
Th,1,8993.540,0.008,46,,,2,2,,,L3552,
Hg,1,8993.9,0.4,7,,,1,2,,,L15167c86,
Th,1,8996.917,0.008,92,,,3,2,,,L3552,
Th,1,8997.6581,0.0003,410,,,3,4,,,L18702,
Cu,1,8998.7,0.3,20h,,,7/2,5/2,,,L772,
Th,1,8999.2404,0.0024,50,,,3,4,,,L5951,
Th,1,9000.34626,0.00019,770,,,1,2,,,L18702,
Kr,1,9001.66,0.10,30,2.13e+06,C,1,0,,T3774n,T7008,L6099,
Th,1,9001.9966,0.0018,76,,,4,3,,,L5951,
Th,1,9012.3560,0.0005,440,,,1,1,,,L14361,
Th,1,9013.9887,0.0017,83,,,3,2,,,L5951,
Th,1,9014.99984,0.00024,740,,,5,4,,,L18702,
Th,1,9016.055,0.008,46,,,3,2,,,L3552,
Th,1,9016.4488,0.0016,97*,,,4,5,,,L5951,
Th,1,9016.4488,0.0016,97*,,,5,5,,,L5951,
Th,1,9016.8357,0.0024,49,,,6,5,,,L5951,
Th,1,9019.06502,0.00007,2400,,,2,3,,,L18702,
Xe,1,9028.46,0.02,30,,,1,1,,,L4739,
Th,1,9028.482,0.008,93,,,3,3,,,L3552,
Th,1,9028.635,0.008,93,,,2,1,,,L3552,
Th,1,9029.1098,0.0024,51,,,2,3,,,L5951,
Th,1,9034.29812,0.00015,990,,,3,4,,,L18702,
Xe,1,9034.66,0.02,50,,,0,1,,,L4739,
Th,1,9034.936,0.008,140,,,3,3,,,L3552,
Th,1,9036.970,0.008,93,,,1,1,,,L3552,
Ne,1,9039.4792,0.0016,9,,,1,2,,,L9097,
Th,1,9040.37400,0.00020,790,,,5,4,,,L18702,
Th,1,9041.416,0.008,93,,,4,5,,,L3552,
Hg,1,9041.7,0.4,4d,,,2,3,,,L15167c86,
Th,1,9041.758,0.008,93,,,5,4,,,L3552,
Th,1,9044.199,0.008,93,,,2,3,,,L3552,
Kr,1,9046.95,0.10,3,,,0,1,,,L6099,
Th,1,9047.83548,0.00012,1200,,,2,3,,,L18702,
Xe,1,9047.9296,0.0005,400,1.24e+07,B+,2,2,,T3269,L7292c110,
Th,1,9049.1955,0.0016,100,,,3,3,,,L5951,
Ne,1,9049.28,0.10,1*,,,1,2,,,L6099,
Ne,1,9049.28,0.10,1*,,,1,1,,,L6099,
Th,1,9049.443,0.008,140,,,4,4,,,L3552,
Th,1,9050.733346,0.000016,24000,,,2,3,,,L18702,
Th,1,9051.0085,0.0004,400,,,3,2,,,L14361,
Ne,1,9051.570,0.004,4,,,1,2,,,L9097,
Hg,1,9053.7,0.4,1,,,2,1,,,L15167c86,
Ne,1,9054.909,0.008,3,,,1,1,,,L9097,
Ne,1,9055.127,0.002,7,,,1,1,,,L9097,
Th,1,9056.791,0.008,93,,,3,2,,,L3552,
Th,1,9058.5648,0.0010,150,,,4,4,,,L14361,
Hg,1,9060.1,0.4,1,,,1,0,,,L15167c86,
Th,1,9060.7436,0.0012,110,,,1,2,,,L14361,
Th,1,9061.751,0.008,140,,,2,2,,,L3552,
Th,1,9064.1706,0.0021,59,,,2,1,,,L5951,
Th,1,9065.367,0.008,94,,,3,2,,,L3552,
Th,1,9066.44726,0.00006,2600,,,2,2,,,L18702,
Hg,1,9069.7,0.4,1,1.7e+05,D,3,4,,T3462,L15167c86,
Th,1,9069.7365,0.0009,120,,,3,3,,,L14361,
Th,1,9070.146,0.008,94,,,4,3,,,L3552,
Th,1,9070.379,0.008,47,,,2,1,,,L3552,
Th,1,9072.0706,0.0007,200,,,4,4,,,L14361,
Th,1,9075.444,0.008,47,,,5,4,,,L3552,
